,PRODUCT,PROD_LVL,SPECIALTY,SUB_SPECIALTY,SP_SOURCE,ds,INDICATION,MARKET_FLAG,LEVEL_0_MARKET_FLAG,BIOSIMILAR_MOLECULE,CLASS,METRIC,COMPETITIVE_RX,TOTAL_RX,ALLOCATED_WITHOUT_FDAP_RX,ALLOCATED_WITH_FDAP_RX
45431,Brand5,1,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class3,TRX,,2.1781,,
45452,Brand1,2,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,5.9251,,
45509,Brand15,2,PED,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class3,MOTRX,,2.3575,,
45640,Brand7,2,NP,OTHERS,PHARMACY,2024-01-19,Indication8,Not Available,Not Available,Not Available,Class1,MOTRX,,1.1928,,
45939,Brand29,1,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class4,MOTRX,,6.6541,,
46029,Brand12,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication6,IV Market,Not Available,Not Available,Class1,TRX,39.2662,39.2662,,
46033,Brand29,1,PED,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class4,NBRX,,0.0,,
46286,Brand15,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Other Market,Other Market,Not Available,Class3,TRX,175.0962,,199.2382242,207.3563694
46301,Brand11,1,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Other Market,Other Market,Not Available,Class1,TRX,72.6284,,,
46380,Brand6,1,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class3,MOTRX,12.875,,,15.25145138
46397,Brand10,1,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class1,TRX,245.7025,,,
46417,Brand9,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,IV Market,Not Available,Not Available,Class1,TRX,27.3834,,,
46468,Brand10,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,TRX,3.3087,,,
46506,Brand6,1,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class3,NBRX,76.7704,,,94.26332991
46617,Brand4,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class1,MOTRX,169.0051,,,
46635,Brand18,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,NBRX,0.0,,,
46657,Brand25,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,TRX,3.7574,,,
46668,Brand2,1,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Other Market,Not Available,Not Available,Class1,MOTRX,438.8283,,,
46680,Brand21,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,NBRX,11.8203,,,
46759,Brand18,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class1,TRX,1.9318,,,
46907,Brand3,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class2,TRX,81.2504,,,
47083,Brand15,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Other Market,Other Market,Not Available,Class3,MOTRX,23.5208,,26.76685047,27.86299361
47238,Brand2,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Not Available,Not Available,Class1,MOTRX,1475.3185,,,
47341,Brand15,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Other Market,Other Market,Not Available,Class3,NBRX,10.4575,,12.59528957,12.84730056
47448,Brand9,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication2,IV Market,Not Available,Not Available,Class1,TRX,1423.3137,,,
47513,Brand1,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication1,IV Market,IV Market,Not Available,Class1,TRX,713.84,,,
47557,Brand11,1,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Other Market,Other Market,Not Available,Class1,TRX,15.6891,,,
47590,Brand11,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,NBRX,12.6973,,,
47729,Brand4,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Other Market,Not Available,Class1,NBRX,0.0,,,
47821,Brand4,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Other Market,Not Available,Class1,MOTRX,251.6754,,,
47853,Brand13,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,TRX,12.9306,,,
47868,Brand7,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,MOTRX,8627.3089,,,
47997,Brand19,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Other Market,Not Available,Class1,TRX,2.293,,,
48032,Brand10,1,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class1,TRX,1.1465,,,
48054,Brand11,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class1,NBRX,25.3946,,,
48070,Brand9,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,IV Market,Not Available,Not Available,Class1,MOTRX,116.924,,,
48077,Brand1,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,IV Market,IV Market,Not Available,Class1,TRX,4.1289,,,
48147,Brand19,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Other Market,Other Market,Not Available,Class1,TRX,1.1465,,,
48295,Brand30,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Other Market,Not Available,Class4,MOTRX,7.8434,,,
48325,Brand10,1,NP,OTHERS,PHARMACY,2024-01-19,Indication3,Not Available,Not Available,Not Available,Class1,MOTRX,2.349,,,
48356,Brand15,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Other Market,Other Market,Not Available,Class3,MOTRX,879.2584,,1000.60279,1041.578993
48440,Brand19,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Other Market,Other Market,Not Available,Class1,TRX,231.0806,,,
48466,Brand10,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,MOTRX,654.8343,,,
48497,Brand13,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,MOTRX,12.9306,,,
48544,Brand9,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication2,IV Market,Not Available,Not Available,Class1,MOTRX,2846.6264,,,
48642,Brand21,1,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,MOTRX,600.0626,,,
48671,Brand6,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class3,MOTRX,185.871,,,220.1788364
48708,Brand10,1,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class1,NBRX,13.2651,,,
48718,Brand7,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class1,TRX,23.1631,,,
48726,Brand5,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class3,NBRX,0.0,,,
48850,Brand33,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class1,NBRX,0.0,,,
48964,Brand6,1,NP,OTHERS,PHARMACY,2024-01-19,Indication3,Not Available,Not Available,Not Available,Class3,NBRX,0.0,,,0.0
48969,Brand11,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,TRX,172.8749,,,
49006,Brand1,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,IV Market,IV Market,Not Available,Class1,NBRX,0.0,,,
49064,Brand4,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class1,NBRX,0.0,,,
49094,Brand4,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class1,TRX,2.2147,,,
49107,Brand13,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class1,NBRX,0.0,,,
49160,Brand2,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Not Available,Not Available,Class1,TRX,1298.6075,,,
49220,Brand13,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class1,TRX,2.3771,,,
49285,Brand21,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,NBRX,0.0,,,
49286,Brand21,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,MOTRX,4.7589,,,
49360,Brand19,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Other Market,Other Market,Not Available,Class1,MOTRX,1.1465,,,
49380,Brand12,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication1,IV Market,Not Available,Not Available,Class1,TRX,19.6331,,,
49382,Brand19,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Other Market,Other Market,Not Available,Class1,MOTRX,4.2461,,,
49428,Brand19,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Other Market,Not Available,Class1,TRX,23.3798,,,
49474,Brand23,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,IV Market,IV Market,Not Available,Class1,MOTRX,14.8792,,,
49526,Brand21,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,MOTRX,4.0411,,,
49590,Brand4,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Other Market,Not Available,Class1,TRX,593.307,,,
49600,Brand6,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class3,NBRX,50.0345,,,61.43537848
49614,Brand21,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,TRX,4.0411,,,
49868,Brand30,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class4,MOTRX,158.0005,,,
49882,Brand29,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Other Market,Not Available,Class4,MOTRX,9.6865,,,
49884,Brand21,1,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,NBRX,27.2756,,,
50059,Brand5,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Other Market,Not Available,Class3,TRX,416.9412,,,
50087,Brand4,1,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Other Market,Other Market,Not Available,Class1,MOTRX,2.2147,,,
50126,Brand11,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Other Market,Not Available,Class1,TRX,25.0929,,,
50149,Brand31,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class4,TRX,293.3202,,,
50201,Brand22,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class4,NBRX,0.0,,,
50205,Brand1,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,MOTRX,1.5236,,,
50230,Brand11,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Other Market,Not Available,Class1,MOTRX,2.5824,,,
50317,Brand6,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class3,TRX,3571.8688,,,4229.833945
50324,Brand3,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class2,NBRX,34.6493,,,
50536,Brand16,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,IV Market,Not Available,Not Available,Class1,MOTRX,0.0,,,
50541,Brand24,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Oral Market,Oral Market,Not Available,Class2,TRX,4.1774,,,
50572,Brand9,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,IV Market,Not Available,Not Available,Class1,TRX,10.7759,,,
50627,Brand6,1,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class3,TRX,1903.5214,1903.5214,,2132.827398
50779,Brand10,1,NP,OTHERS,PHARMACY,2024-01-19,Indication3,Not Available,Not Available,Not Available,Class1,NBRX,0.0,,,
50857,Brand8,1,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class1,NBRX,123.9454,123.9454,,
50863,Brand33,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class1,TRX,6.525,6.525,,
50949,Brand20,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class1,NBRX,1.5957,1.5957,,
50982,Brand25,2,PED,OTHERS,PHARMACY,2024-01-19,Indication7,Not Available,Not Available,Not Available,Class1,NBRX,1.6246,1.6246,,
51008,Brand4,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class1,NBRX,9.0046,9.0046,,
51027,Brand30,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class4,NBRX,9.6094,9.6094,,
51032,Brand22,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class4,MOTRX,68.9267,,,
51057,Brand24,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class2,TRX,673.8647,,,
51131,Brand25,2,PED,OTHERS,PHARMACY,2024-01-19,Indication7,Not Available,Not Available,Not Available,Class1,TRX,5.9803,5.9803,,
51132,Brand13,2,PED,OTHERS,PHARMACY,2024-01-19,Indication7,Not Available,Not Available,Not Available,Class1,TRX,1.0,1.0,,
51142,Brand7,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,MOTRX,1.6074,,,
51162,Brand10,1,NP,OTHERS,PHARMACY,2024-01-19,Indication9,Not Available,Not Available,Not Available,Class1,MOTRX,2.7519,2.7519,,
51311,Brand17,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication2,IV Market,Not Available,Not Available,Class1,NBRX,41.1437,,,
51472,Brand4,2,NP,OTHERS,PHARMACY,2024-01-19,Indication10,Not Available,Not Available,Not Available,Class1,MOTRX,21.3501,21.3501,,
51580,Brand10,1,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class1,NBRX,2.4752,2.4752,,
51602,Brand2,1,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Other Market,Not Available,Not Available,Class1,NBRX,62.5365,62.5365,,
51638,Brand6,1,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class3,MOTRX,1978.7279,1978.7279,,2209.604283
51804,Brand22,1,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Other Market,Other Market,Not Available,Class4,TRX,731.5026,731.5026,,
51871,Brand3,1,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Oral Market,Oral Market,Not Available,Class2,NBRX,4.4744,4.4744,,
51879,Brand2,1,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Other Market,Not Available,Not Available,Class1,MOTRX,1036.4902,1036.4902,,
51884,Brand7,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,TRX,1277.3435,,,
51910,Brand7,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,NBRX,70.6662,,,
51939,Brand14,1,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Oral Market,Oral Market,Not Available,Class2,MOTRX,652.9666,652.9666,,
51945,Brand35,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class4,MOTRX,186.9151,186.9151,,
52022,Brand6,1,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class3,TRX,11.3835,11.3835,,13.48042647
52066,Brand26,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class1,TRX,2.9582,2.9582,,
52083,Brand24,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class2,MOTRX,2925.5933,2925.5933,,
52089,Brand34,2,PED,OTHERS,PHARMACY,2024-01-19,Indication7,Not Available,Not Available,Not Available,Class1,TRX,1.4146,1.4146,,
52155,Brand29,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Other Market,Not Available,Class4,TRX,293.3202,,,
52190,Brand33,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class1,NBRX,1.875,1.875,,
52267,Brand16,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,IV Market,Not Available,Not Available,Class1,TRX,0.0,,,
52331,Brand7,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,NBRX,28.3642,,,
52350,Brand11,1,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Other Market,Other Market,Not Available,Class1,TRX,170.59,170.59,,
52405,Brand21,1,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class1,NBRX,27.2756,27.2756,,
52425,Brand7,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,MOTRX,1454.0546,,,
52536,Brand24,1,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Oral Market,Oral Market,Not Available,Class2,NBRX,74.6644,74.6644,,
52595,Brand4,1,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Other Market,Other Market,Not Available,Class1,NBRX,9.2718,9.2718,,
52657,Brand30,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class4,NBRX,567.239,567.239,,
52658,Brand30,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class4,MOTRX,11132.7122,11132.7122,,
52755,Brand3,1,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Oral Market,Oral Market,Not Available,Class2,TRX,74.7716,74.7716,,
52794,Brand10,1,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class1,TRX,4.0983,4.0983,,
52795,Brand19,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Other Market,Other Market,Not Available,Class1,NBRX,2.4752,2.4752,,
52864,Brand10,1,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class1,MOTRX,4.2461,4.2461,,
52892,Brand22,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class4,TRX,731.5026,731.5026,,
52915,Brand7,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class1,MOTRX,2961.1994,2961.1994,,
53012,Brand21,1,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class1,MOTRX,187.4983,187.4983,,
53020,Brand11,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class1,NBRX,7.7781,7.7781,,
53022,Brand11,1,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication4,BnB IV Market,BnB IV Market,Not Available,Class1,TRX,431.7088,431.7088,,
53050,Brand15,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Other Market,Not Available,Class3,TRX,53.9096,,61.34258181,63.84204189
53052,Brand3,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Oral Market,Oral Market,Not Available,Class2,TRX,1088.3337,,,
53203,Brand11,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class1,TRX,100.2465,100.2465,,
53290,Brand4,1,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Other Market,Other Market,Not Available,Class1,TRX,263.5914,263.5914,,
53318,Brand35,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class4,NBRX,5.0511,5.0511,,
53328,Brand4,1,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Other Market,Other Market,Not Available,Class1,TRX,6.2096,6.2096,,
53353,Brand3,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Oral Market,Oral Market,Not Available,Class2,NBRX,34.6493,,,
53460,Brand24,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class2,MOTRX,4.4758,4.4758,,
53482,Brand8,1,NP,OTHERS,PHARMACY,2024-01-19,Indication10,Not Available,Not Available,Not Available,Class1,MOTRX,5.6502,5.6502,,
53515,Brand2,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Not Available,Not Available,Class1,MOTRX,618.8757,,,
53559,Brand25,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class1,NBRX,1.2516,1.2516,,
53572,Brand5,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class3,MOTRX,103.3081,,,
53590,Brand7,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class1,TRX,21.799,21.799,,
53725,Brand14,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Oral Market,Oral Market,Not Available,Class2,MOTRX,754.3068,,,
53748,Brand8,1,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class1,NBRX,0.0,0.0,,
53867,Brand14,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Oral Market,Oral Market,Not Available,Class2,MOTRX,135.809,,,
54106,Brand7,2,PED,OTHERS,PHARMACY,2024-01-19,Indication7,Not Available,Not Available,Not Available,Class1,TRX,18.2418,18.2418,,
54119,Brand35,1,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Other Market,Other Market,Not Available,Class4,TRX,24.3467,24.3467,,
54159,Brand15,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Other Market,Not Available,Class3,MOTRX,57.1448,,65.03121988,67.69434702
54178,Brand19,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Other Market,Other Market,Not Available,Class1,TRX,36.5302,36.5302,,
54260,Brand21,1,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class1,TRX,171.4077,171.4077,,
54463,Brand35,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class4,TRX,66.0872,66.0872,,
54490,Brand33,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,MOTRX,12.5875,,,
54499,Brand11,1,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication2,BnB IV Market,BnB IV Market,Not Available,Class1,MOTRX,2018.8737,,,
54522,Brand8,1,NP,OTHERS,PHARMACY,2024-01-19,Indication10,Not Available,Not Available,Not Available,Class1,NBRX,0.0,0.0,,
54572,Brand16,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication2,IV Market,Not Available,Not Available,Class1,MOTRX,37.8348,,,
54721,Brand11,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Other Market,Not Available,Class1,MOTRX,916.3607,,,
54729,Brand21,1,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,162.4907,,
54731,Brand30,1,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class4,TRX,,6.4608,,
54782,Brand20,2,OTHERS,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,83.9516,,
